날짜	년도	곡수	순위	곡 코드	음원명	아티스트명	앨범명	발매일	발매년도	장르_세부	장르	유통사명	기획사명
2023-01-18	2023년	1	24	99266256	마이웨이 (MY WAY) (Prod. by R.Tee)	저스디스 (JUSTHIS) & R.Tee & 던말릭 (DON MALIK) & 허성현 (Huh) & KHAN & 맥대디 (Mckdaddy) & Los	쇼미더머니 11 Episode 1	2022-12-03	이전 발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2023-01-18	2023년	1	25	94535712	사랑은 늘 도망가	임영웅	신사와 아가씨 OST Part.2	2021-10-11	이전 발매	드라마	OST	주식회사 벅스(BUGS Corporation)	모스트콘텐츠
2023-01-18	2023년	1	26	98373055	Rush Hour (Feat. j-hope of BTS)	Crush	Rush Hour	2022-09-22	이전 발매	R&B/소울	가요	(주)드림어스컴퍼니(국내)	피네이션
2023-01-18	2023년	1	27	93336453	다정히 내 이름을 부르면	경서예지 & 전건호	다정히 내 이름을 부르면	2021-05-19	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	에버그로우
2023-01-18	2023년	1	28	82280761	너의 모든 순간	성시경	별에서 온 그대 OST Part.7 (SBS 수목드라마)	2014-02-12	이전 발매	드라마	OST	주식회사 벅스(BUGS Corporation)	㈜SBS콘텐츠허브 (㈜에스비에스콘텐츠허브)
2023-01-18	2023년	1	29	96613134	나의 X에게	경서	나의 X에게	2022-04-24	이전 발매	인디	가요	주식회사 카카오엔터테인먼트	꿈의 엔진
2023-01-18	2023년	1	30	97404331	보고싶었어	WSG워너비 (4FIRE)	WSG워너비 1집	2022-07-09	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	문화방송
2023-01-18	2023년	1	31	96367880	내가 아니라도	주호	내가 아니라도	2022-03-25	이전 발매	발라드	가요	(주)비타민엔터테인먼트(국내)	IN A MILLION
2023-01-18	2023년	1	32	98304971	I Don't Think That I Like Her	Charlie Puth	CHARLIE	2022-10-07	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records
2023-01-18	2023년	1	33	99576616	Say I Love You	우디 (Woody)	Say I Love You (Re : WIND 4MEN Vol.04)	2022-12-21	이전 발매	발라드	가요	(주)지니뮤직	메이저나인
2023-01-18	2023년	1	34	97313940	그라데이션	10CM	5.3	2022-07-03	이전 발매	인디	가요	주식회사 카카오엔터테인먼트	매직스트로베리사운드
2023-01-18	2023년	1	35	95188110	ELEVEN	IVE (아이브)	ELEVEN	2021-12-01	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	스타쉽 엔터테인먼트
2023-01-18	2023년	1	36	98461391	자격지심 (Feat. ZICO)	BE'O (비오)	FIVE SENSES	2022-09-29	이전 발매	랩/힙합	가요	주식회사 카카오엔터테인먼트	빅플래닛메이드, SWING ENTERTAINMENT, 페임어스 엔터테인먼트
2023-01-18	2023년	1	37	94980637	오르트구름	윤하 (YOUNHA)	YOUNHA 6th Album 'END THEORY'	2021-11-16	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	C9 ENTERTAINMENT
2023-01-18	2023년	1	38	99084793	Dreamers (Music from the FIFA World Cup Qatar 2022 Official Soundtrack) (Feat. FIFA Sound)	정국 & 방탄소년단	Dreamers (Music from the FIFA World Cup Qatar 2022 Official Soundtrack)	2022-11-20	이전 발매	팝	POP	FUGA	Katara Studios | 2101 Records under exclusive license to UnitedMasters LLC
2023-01-18	2023년	1	39	96696680	FEARLESS	LE SSERAFIM (르세라핌)	FEARLESS	2022-05-02	이전 발매	댄스	가요	(주)와이지플러스	쏘스뮤직
2023-01-18	2023년	1	40	93717294	Stay	The Kid LAROI & Justin Bieber	Stay	2021-07-09	이전 발매	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	Columbia
2023-01-18	2023년	1	41	99461979	그대를 알고	송하예	그대를 알고	2022-12-13	이전 발매	인디	가요	주식회사 카카오엔터테인먼트	디스튜디오
2023-01-18	2023년	1	42	99235358	WHEN I MOVE	카라 (KARA)	MOVE AGAIN	2022-11-29	이전 발매	댄스	가요	(주)드림어스컴퍼니(국내)	㈜RBW
2023-01-18	2023년	1	43	96550868	The Drum	Alan Walker	Walkerverse, Pt. I	2022-06-17	이전 발매	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	MER Recordings
2023-01-18	2023년	1	44	96587489	정이라고 하자 (Feat. 10CM)	BIG Naughty (서동현)	정이라고 하자	2022-04-20	이전 발매	인디	가요	주식회사 카카오엔터테인먼트	H1GHR MUSIC RECORDS
2023-01-18	2023년	1	45	98400951	딱 10CM만	10CM & BIG Naughty (서동현)	딱 10CM만	2022-09-25	이전 발매	R&B/소울	가요	주식회사 카카오엔터테인먼트	MAGIC STRAWBERRY SOUND, H1GHR MUSIC RECORDS
2023-01-18	2023년	1	46	96517321	LOVE me	BE'O (비오)	LOVE me	2022-04-12	이전 발매	랩/힙합	가요	주식회사 카카오엔터테인먼트	BPM ENTERTAINMENT, SWING ENTERTAINMENT, 페임어스 엔터테인먼트
2023-01-18	2023년	1	47	99292515	잘가요	주호	잘가요	2022-12-04	이전 발매	발라드	가요	(주)비타민엔터테인먼트(국내)	레이벡스
2023-01-18	2023년	1	48	96549502	우리들의 블루스	임영웅	IM HERO	2022-05-02	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2023-01-18	2023년	1	49	93299407	Loving You Girl (Feat. Hkeem)	Peder Elias	Love & Loneliness	2022-04-29	이전 발매	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	Columbia
2023-01-18	2023년	1	50	99922571	마지막 사랑	신예영	마지막 사랑	2023-01-12	2023년	발라드	가요	주식회사 카카오엔터테인먼트	투플원엔터테인먼트, (주)제나두엔터테인먼트
2023-01-18	2023년	1	51	98390713	우린 그렇게 사랑해서	강민경 (다비치) & 잔나비 최정훈	우린 그렇게 사랑해서	2022-09-26	이전 발매	발라드	가요	STONE MUSIC ENTERTAINMENT(유통대행)	WAKEONE, 페포니 뮤직
2023-01-18	2023년	1	52	96664100	That That (Prod. & Feat. SUGA of BTS)	싸이 (Psy)	싸다9	2022-04-29	이전 발매	댄스	가요	(주)드림어스컴퍼니(국내)	P NATION
2023-01-18	2023년	1	53	96482850	봄여름가을겨울 (Still Life)	BIGBANG (빅뱅)	봄여름가을겨울 (Still Life)	2022-04-05	이전 발매	락	가요	(주)와이지플러스	YG Entertainment
2023-01-18	2023년	1	54	87840106	모든 날, 모든 순간 (Every day, Every Moment)	폴킴	'키스 먼저 할까요?' OST Part. 3 (SBS 월화드라마)	2018-03-20	이전 발매	드라마	OST	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2023-01-18	2023년	1	55	85902364	Dangerously	Charlie Puth	Nine Track Mind (Deluxe Edition)	2016-11-11	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Artist Partner
2023-01-18	2023년	1	56	99626848	그댄 행복에 살텐데 (2022)	최유리	그댄 행복에 살텐데 (2022)	2022-12-27	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	일팔 프로젝트
2023-01-18	2023년	1	57	93300145	신호등	이무진	신호등	2021-05-14	이전 발매	락	가요	주식회사 카카오엔터테인먼트	쇼플레이엔터테인먼트
2023-01-18	2023년	1	58	98708489	Made You Look	Meghan Trainor	Takin' It Back	2022-10-21	이전 발매	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	Epic
2023-01-18	2023년	1	59	91361957	밤하늘의 별을 (2020)	경서	밤하늘의 별을 (2020)	2020-11-14	이전 발매	인디	가요	주식회사 카카오엔터테인먼트	꿈의 엔진
2023-01-18	2023년	1	60	100014115	니 번호가 뜨는 일	이예준	니 번호가 뜨는 일	2023-01-17	2023년	댄스	가요	주식회사 카카오엔터테인먼트	오늘의 선곡
2023-01-18	2023년	1	61	98664198	떠나보낼 준비해 둘걸 그랬어	임한별	떠나보낼 준비해 둘걸 그랬어	2022-10-18	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	오늘의 선곡
2023-01-18	2023년	1	62	87928158	2002	Anne-Marie	Speak Your Mind (Deluxe)	2018-04-27	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records UK
2023-01-18	2023년	1	63	88686378	주저하는 연인들을 위해	잔나비	전설	2019-03-13	이전 발매	인디	가요	주식회사 카카오엔터테인먼트	페포니 뮤직
2023-01-18	2023년	1	64	94653222	strawberry moon	아이유 (IU)	strawberry moon	2021-10-19	이전 발매	락	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2023-01-18	2023년	1	65	96791165	팡파레	다비치	Season Note	2022-05-16	이전 발매	발라드	가요	STONE MUSIC ENTERTAINMENT(유통대행)	WAKEONE
2023-01-18	2023년	1	66	94546037	내 기쁨은 너가 벤틀리를 끄는 거야	김승민	PROTOTYPE RESEARCH #0063	2021-10-19	이전 발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	뷰티플노이즈
2023-01-18	2023년	1	67	98384274	Unholy	Sam Smith & Kim Petras	Unholy	2022-09-23	이전 발매	팝	POP	(주)유니버설뮤직(해외)	Universal Music Operations Limited
2023-01-18	2023년	1	68	96583743	Love story	볼빨간사춘기	Seoul	2022-04-20	이전 발매	인디	가요	주식회사 벅스(BUGS Corporation)	쇼파르엔터테인먼트
2023-01-18	2023년	1	69	96696809	다시 만날 수 있을까	임영웅	IM HERO	2022-05-02	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2023-01-18	2023년	1	70	90705547	Dynamite	방탄소년단	Dynamite (DayTime Ver.)	2020-08-21	이전 발매	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2023-01-18	2023년	1	71	96928175	도깨비불 (Illusion)	aespa	Girls - The 2nd Mini Album	2022-07-08	이전 발매	댄스	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2023-01-18	2023년	1	72	93616612	Bad Habits	Ed Sheeran	=	2021-10-29	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records UK
2023-01-18	2023년	1	73	90077755	이제 나만 믿어요	임영웅	내일은 미스터트롯 우승자 특전곡	2020-04-03	이전 발매	트로트	가요	주식회사 카카오엔터테인먼트	TV CHOSUN
2023-01-18	2023년	1	74	16151403	희재	성시경	국화꽃 향기 OST	2003-02-12	이전 발매	전체	OST	(주)씨에스해피엔터테인먼트	씨에스해피엔터테인먼트
2023-01-18	2023년	1	75	97680078	새벽에 걸려온 너의 전화는	한동근	미련을 말하는	2022-07-31	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	말하는
2023-01-18	2023년	1	76	94932434	회전목마 (Feat. Zion.T & 원슈타인) (Prod. by Slom)	sokodomo	쇼미더머니 10 Episode 2	2021-11-13	이전 발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2023-01-18	2023년	1	77	97775128	FOREVER 1	소녀시대 (GIRLS' GENERATION)	FOREVER 1 - The 7th Album	2022-08-05	이전 발매	댄스	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2023-01-18	2023년	1	78	90413574	OHAYO MY NIGHT	디핵 (D-Hack) & PATEKO	OHAYO MY NIGHT	2020-06-20	이전 발매	랩/힙합	가요	(주)와이지플러스	NEOKIDZ
2023-01-18	2023년	1	79	86868102	첫눈처럼 너에게 가겠다	에일리 (Ailee)	도깨비 OST Part 9 (tvN 금토드라마)	2017-01-07	이전 발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment, 화앤담픽쳐스
2023-01-18	2023년	1	80	92125854	Celebrity	아이유 (IU)	IU 5th Album 'LILAC'	2021-03-25	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2023-01-18	2023년	1	81	94133414	고백	멜로망스 (MeloMance)	세 번째 '고백'	2021-08-29	이전 발매	인디	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트, 민트페이퍼, 광합성
2023-01-18	2023년	1	82	93619160	바라만 본다	MSG워너비 (M.O.M)	MSG워너비 1집	2021-06-26	이전 발매	발라드	가요	STONE MUSIC ENTERTAINMENT(유통대행)	유야호
2023-01-18	2023년	1	83	99971526	사랑해도 될까요	양다일	사랑해도 될까요	2023-01-15	2023년	발라드	가요	주식회사 카카오엔터테인먼트	방구석 캐스팅
2023-01-18	2023년	1	84	87894567	Bad	Christopher	Under the Surface	2019-11-08	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Parlophone Denmark
2023-01-18	2023년	1	85	93330349	Next Level	aespa	Next Level	2021-05-17	이전 발매	댄스	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2023-01-18	2023년	1	86	87538989	Snowman	Sia	Everyday Is Christmas (Snowman Deluxe Edition)	2022-12-30	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Monkey Puzzle, Atlantic
2023-01-18	2023년	1	87	96276248	MY BAG	(여자)아이들	I NEVER DIE	2022-03-14	이전 발매	락	가요	주식회사 카카오엔터테인먼트	큐브 엔터테인먼트
2023-01-18	2023년	1	88	89058209	오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)	마크툽 (Maktub)	Red Moon : To You My Light	2019-06-09	이전 발매	인디	가요	(주)비타민엔터테인먼트(국내)	(주)MAKTUB Company
2023-01-18	2023년	1	89	100031259	Cotton Candy	진영 (GOT7)	Chapter 0 : WITH	2023-01-18	2023년	댄스	가요	주식회사 카카오엔터테인먼트	BH엔터테인먼트
2023-01-18	2023년	1	90	81018403	내 손을 잡아	아이유 (IU)	최고의 사랑 OST Part.4 (MBC 수목드라마)	2011-05-25	이전 발매	드라마	OST	주식회사 카카오엔터테인먼트	더그루브엔터테인먼트 (더그루브컴퍼니)
2023-01-18	2023년	1	91	90544866	At My Worst	Pink Sweat$	The Prelude	2020-07-17	이전 발매	R&B/소울	POP	워너뮤직코리아(주)(해외)	Atlantic Records
2023-01-18	2023년	1	92	99923129	가슴으로 운다	김연지	가슴으로 운다	2023-01-11	2023년	발라드	가요	주식회사 카카오엔터테인먼트	방구석 캐스팅
2023-01-18	2023년	1	93	92682935	Off My Face	Justin Bieber	Justice	2021-03-19	이전 발매	팝	POP	(주)유니버설뮤직(해외)	Def Jam Recordings, a division of UMG Recordings, Inc
2023-01-18	2023년	1	94	98133353	LAW (Prod. by Czaer)	비비 (BIBI) & 윤미래	스트릿 맨 파이터(SMF) Original Vol.3 (계급미션)	2022-09-06	이전 발매	전체	OST	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2023-01-18	2023년	1	95	95990155	INVU	태연 (TAEYEON)	INVU - The 3rd Album	2022-02-14	이전 발매	댄스	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2023-01-18	2023년	1	96	97480729	SNEAKERS	ITZY (있지)	CHECKMATE	2022-07-15	이전 발매	댄스	가요	(주)드림어스컴퍼니(국내)	(주)JYP엔터테인먼트
2023-01-18	2023년	1	97	99266253	위하여 (We Higher) (Prod. by GroovyRoom)	그루비룸 (GroovyRoom) & 릴보이 (lIlBOI) & 블라세 (BLASÉ) & 노윤하 & Polodared & Chillin Homie & Fleeky Bang	쇼미더머니 11 Episode 1	2022-12-03	이전 발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2023-01-18	2023년	1	98	95214287	눈이 오잖아 (Feat. 헤이즈)	이무진	눈이 오잖아	2021-12-03	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	쇼플레이엔터테인먼트
2023-01-18	2023년	1	99	89382909	어떻게 이별까지 사랑하겠어, 널 사랑하는 거지	AKMU (악뮤)	항해	2019-09-25	이전 발매	락	가요	(주)와이지플러스	(주)YG엔터테인먼트
2023-01-18	2023년	1	100	89671512	너의 번호를 누르고 (Prod. by 영화처럼)	#안녕	너의 번호를 누르고	2019-11-30	이전 발매	인디	가요	(주)비타민엔터테인먼트(국내)	니즈먼트
2023-01-18	2023년	1	101	93352112	Butter	방탄소년단	Butter	2021-05-21	이전 발매	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2023-01-18	2023년	1	102	96316069	Feel My Rhythm	Red Velvet (레드벨벳)	'The ReVe Festival 2022 - Feel My Rhythm'	2022-03-21	이전 발매	댄스	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2023-01-18	2023년	1	103	81230210	Stronger (What Doesn't Kill You)	Kelly Clarkson	Stronger (What Doesn't Kill You)	2012-02-06	이전 발매	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	RCA Records Label
2023-01-18	2023년	1	104	89613039	Blueming	아이유 (IU)	Love poem	2019-11-18	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트
2023-01-18	2023년	1	105	93340450	Every Second	Mina Okabe	Every Second	2021-05-21	이전 발매	팝	POP	(주)유니버설뮤직(해외)	Universal Music (Denmark) A/S
2023-01-18	2023년	1	106	95038278	리무진 (Feat. MINO) (Prod. by GRAY)	BE'O (비오)	쇼미더머니 10 Episode 3	2021-11-20	이전 발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2023-01-18	2023년	1	107	97183185	Left and Right (Feat. Jung Kook of BTS)	Charlie Puth & 정국 & 방탄소년단	Left and Right	2022-06-24	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records
2023-01-18	2023년	1	108	93335952	헤픈 우연	헤이즈 (Heize)	HAPPEN	2021-05-20	이전 발매	R&B/소울	가요	STONE MUSIC ENTERTAINMENT(유통대행)	피네이션
2023-01-18	2023년	1	109	90178428	에잇 (Prod. & Feat. SUGA of BTS)	아이유 (IU)	에잇	2020-05-06	이전 발매	락	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2023-01-18	2023년	1	110	94321284	찰나가 영원이 될 때 (The Eternal Moment)	마크툽 (Maktub)	Red Moon : Beyond The Light	2021-09-19	이전 발매	인디	가요	(주)비타민엔터테인먼트(국내)	(주)MAKTUB Company
2023-01-18	2023년	1	111	89320910	흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야	장범준	멜로가 체질 OST Part 3 (JTBC 금토 드라마)	2019-08-23	이전 발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment, 삼화네트웍스
2023-01-18	2023년	1	112	94314085	너를 생각해	주시크 (Joosiq)	너를 생각해	2021-09-22	이전 발매	인디	가요	(주)비타민엔터테인먼트(국내)	주식회사 레시피뮤직
2023-01-18	2023년	1	113	92749701	라일락	아이유 (IU)	IU 5th Album 'LILAC'	2021-03-25	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2023-01-18	2023년	1	114	95927624	언제나 사랑해	케이시 (Kassy)	조영수 리메이크 프로젝트 Part.2	2022-02-07	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	도토리뮤직
2023-01-18	2023년	1	115	96109972	듣고 싶을까	MSG워너비 (M.O.M)	듣고 싶을까	2022-02-26	이전 발매	발라드	가요	STONE MUSIC ENTERTAINMENT(유통대행)	문화방송
2023-01-18	2023년	1	116	97439609	바보에게 바보가 (웹툰 '연애의 발견' X 이석훈)	이석훈	바보에게 바보가 (웹툰 '연애의 발견' X 이석훈)	2022-07-11	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	TOON STUDIO
2023-01-18	2023년	1	117	97209570	POP!	나연 (TWICE)	IM NAYEON	2022-06-24	이전 발매	댄스	가요	(주)드림어스컴퍼니(국내)	(주)JYP엔터테인먼트
2023-01-18	2023년	1	118	96696807	무지개	임영웅	IM HERO	2022-05-02	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2023-01-18	2023년	1	119	96239500	GANADARA (Feat. 아이유)	박재범	GANADARA	2022-03-11	이전 발매	R&B/소울	가요	주식회사 카카오엔터테인먼트	MORE VISION
2023-01-18	2023년	1	120	97444150	스티커 사진	21학번	스티커 사진	2022-07-12	이전 발매	발라드	가요	주식회사 벅스(BUGS Corporation)	(주)제나두엔터테인먼트
2023-01-18	2023년	1	121	97772298	사랑한다고 말해줘	탑현	사랑한다고 말해줘	2022-08-07	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	탑현월드
2023-01-18	2023년	1	122	90021550	아로하	조정석	슬기로운 의사생활 OST Part 3 (tvN 목요드라마)	2020-03-27	이전 발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2023-01-18	2023년	1	123	94652586	GHOST TOWN	Benson Boone	GHOST TOWN	2021-10-15	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Warner Records
2023-01-18	2023년	1	124	81461935	오래된 노래	Standing Egg (스탠딩 에그)	오래된 노래	2012-09-04	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	본(born)
2023-01-18	2023년	1	125	99014221	London Boy	임영웅	Polaroid	2022-11-15	이전 발매	락	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2023-01-18	2023년	1	126	92797995	Tiny Riot	Sam Ryder	The Sun's Gonna Rise	2021-09-24	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Parlophone UK
2023-01-18	2023년	1	127	93154148	문득	BE'O (비오)	Bipolar	2021-05-02	이전 발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	BPM ENTERTAINMENT, FameUs Entertainment
2023-01-18	2023년	1	128	93700014	Weekend	태연 (TAEYEON)	Weekend	2021-07-06	이전 발매	댄스	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2023-01-18	2023년	1	129	92673418	사이렌 Remix (Feat. UNEDUCATED KID & Paul Blanco)	호미들	사이렌 Remix	2021-03-20	이전 발매	랩/힙합	가요	주식회사 카카오엔터테인먼트	영앤리치 레코즈
2023-01-18	2023년	1	130	89671631	METEOR	창모 (CHANGMO)	Boyhood	2019-11-29	이전 발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	Ambition Musik
2023-01-18	2023년	1	131	94395717	My Universe	Coldplay & 방탄소년단	My Universe	2021-09-24	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Parlophone UK
2023-01-18	2023년	1	132	88344888	12 : 45 (Stripped)	etham	12 : 45 (Stripped)	2018-10-26	이전 발매	팝	POP	(주)유니버설뮤직(해외)	Closer Recordings Limited
2023-01-18	2023년	1	133	99513996	눈 (EYE) (Feat. BIG Naughty & 저스디스 (JUSTHIS)) (Prod. by R.Tee)	던말릭 (DON MALIK)	쇼미더머니 11 Episode 3	2022-12-17	이전 발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2023-01-18	2023년	1	134	89296790	안녕	폴킴	호텔 델루나 OST Part.10 (tvN 토일드라마)	2019-08-12	이전 발매	드라마	OST	(주)드림어스컴퍼니(국내)	냠냠엔터테인먼트
2023-01-18	2023년	1	135	87307557	있잖아	폴킴	연애플레이리스트2 OST Part.2	2017-07-21	이전 발매	드라마	OST	(주)삼쩜일사	스페이스오디티
2023-01-18	2023년	1	136	82072538	스물다섯, 스물하나	자우림	Goodbye, grief.	2013-10-14	이전 발매	락	가요	주식회사 인터파크	LOVE MANEUVER
2023-01-18	2023년	1	137	96696810	아버지	임영웅	IM HERO	2022-05-02	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2023-01-18	2023년	1	138	95256356	서랍	10CM	그 해 우리는 OST Part.1	2021-12-07	이전 발매	드라마	OST	주식회사 벅스(BUGS Corporation)	모스트콘텐츠
2023-01-18	2023년	1	139	88074702	Way Back Home	숀 (SHAUN)	Take	2018-06-27	이전 발매	인디	가요	(주)비타민엔터테인먼트(국내)	디씨톰엔터테인먼트
2023-01-18	2023년	1	140	100028892	손을 마주 잡고	BIG Naughty (서동현)	사랑의 이해 OST Part.5	2023-01-18	2023년	드라마	OST	(주)비타민엔터테인먼트(국내)	SLL
2023-01-18	2023년	1	141	95514753	드라마	아이유 (IU)	조각집	2021-12-29	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2023-01-18	2023년	1	142	89558702	늦은 밤 너의 집 앞 골목길에서	노을	늦은 밤 너의 집 앞 골목길에서	2019-11-07	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	씨제스 엔터테인먼트 (C-JeS Entertainment)
2023-01-18	2023년	1	143	87034188	밤편지	아이유 (IU)	밤편지	2017-03-24	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트, ㈜페이브엔터테인먼트
2023-01-18	2023년	1	144	93873862	비가 오는 날엔 (2021)	헤이즈 (Heize)	비가 오는 날엔 (2021)	2021-08-04	이전 발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통대행)	PLAYLIST
2023-01-18	2023년	1	145	89374289	Memories	Maroon 5	Memories	2019-09-20	이전 발매	팝	POP	(주)유니버설뮤직(해외)	Interscope Records (222 Records)
2023-01-18	2023년	1	146	96786265	I Ain't Worried	OneRepublic	I Ain't Worried (Music From The Motion Picture 'Top Gun : Maverick')	2022-05-13	이전 발매	팝	POP	(주)유니버설뮤직(해외)	Mosley Music, Interscope Records
2023-01-18	2023년	1	147	99014222	Polaroid	임영웅	Polaroid	2022-11-15	이전 발매	락	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2023-01-18	2023년	1	148	86941521	봄날	방탄소년단	YOU NEVER WALK ALONE	2017-02-13	이전 발매	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2023-01-18	2023년	1	149	93721048	Permission to Dance	방탄소년단	Butter / Permission to Dance	2021-07-09	이전 발매	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2023-01-18	2023년	1	150	88276286	첫사랑	백아	첫사랑	2018-10-11	이전 발매	블루스/포크	가요	마운드미디어 주식회사	Baek A
2023-01-18	2023년	1	151	95684421	호랑수월가	탑현	호랑수월가	2022-01-15	이전 발매	전체	OST	주식회사 카카오엔터테인먼트	탑현월드
2023-01-18	2023년	1	152	96830137	늦은 밤 헤어지긴 너무 아쉬워	케이시 (Kassy)	LOVE & HATE	2022-05-19	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	넥스타엔터테인먼트
2023-01-18	2023년	1	153	97028103	Yet To Come	방탄소년단	Proof	2022-06-10	이전 발매	랩/힙합	가요	(주)와이지플러스	BIGHIT MUSIC
2023-01-18	2023년	1	154	94054417	abcdefu	GAYLE	abcdefu	2021-08-13	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic, Arthouse Records
2023-01-18	2023년	1	155	89815269	시작	가호 (Gaho)	이태원 클라쓰 OST Part.2 (JTBC 금토드라마)	2020-02-01	이전 발매	드라마	OST	주식회사 블렌딩(신규)	㈜블렌딩
2023-01-18	2023년	1	156	99610769	미운오리새끼 (Feat. 선우정아 & BOBBY) (Prod. by R.Tee)	허성현 (Huh)	쇼미더머니 11 Semi Final	2022-12-24	이전 발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2023-01-18	2023년	1	157	98874661	추억때문에	유림	추억때문에	2022-11-13	이전 발매	발라드	가요	주식회사 텐텐미디어	㈜원탑엔터테인먼트
2023-01-18	2023년	1	158	86868163	Shape Of You	Ed Sheeran	÷ (Deluxe)	2017-03-03	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records UK
2023-01-18	2023년	1	159	99410044	그 겨울이 잠든 거리에서	경서예지 & 전건호	그 겨울이 잠든 거리에서	2022-12-11	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	에버그로우
2023-01-18	2023년	1	160	96696811	A bientot	임영웅	IM HERO	2022-05-02	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
